,team,position,height,age,appearance,goals,assists,yellow cards,red cards,goals conceded,minutes played,days_injured,award,current_value
7883,Club Atlético Platense,midfield-CentralMidfield,178.0,24.0,17,0.091930541,0.091930541,0.275791624,0.0,0.0,979,0,0,250000
7884,Club Atlético Platense,midfield-AttackingMidfield,175.0,21.0,20,0.120481928,0.180722892,0.180722892,0.0,0.0,1494,0,1,2000000
7886,Club Atlético Platense,Attack-LeftWinger,181.0,33.0,19,0.242424242,0.060606061,0.363636364,0.0,0.0,1485,0,1,350000
7887,Club Atlético Platense,Attack-RightWinger,183.0,22.0,13,0.0,0.22556391,0.45112782,0.0,0.0,399,0,0,1800000
7888,Club Atlético Platense,Attack-RightWinger,175.0,22.0,12,0.248618785,0.0,0.248618785,0.0,0.0,362,0,1,100000
7889,Club Atlético Platense,Attack-SecondStriker,178.0,27.0,16,0.298013245,0.198675497,0.496688742,0.0,0.0,906,0,1,400000
7890,Club Atlético Platense,Attack Centre-Forward,181.0,27.0,20,0.407854985,0.067975831,0.067975831,0.0,0.0,1324,0,0,1200000
7907,Instituto AC Córdoba,midfield-DefensiveMidfield,175.0,27.0,19,0.065406977,0.0,0.261627907,0.0,0.0,1376,14,0,250000
7909,Instituto AC Córdoba,midfield-DefensiveMidfield,175.0,35.0,12,0.120320856,0.0,0.481283422,0.0,0.0,748,0,0,50000
7910,Instituto AC Córdoba,midfield-CentralMidfield,173.0,25.0,20,0.052204176,0.052204176,0.0,0.0,0.0,1724,0,1,1500000
7911,Instituto AC Córdoba,midfield-RightMidfield,180.0,29.0,19,0.138248848,0.138248848,0.069124424,0.0,0.0,1302,0,0,800000
7912,Instituto AC Córdoba,midfield-RightMidfield,170.0,25.0,19,0.0,0.095541401,0.0,0.0,0.0,942,11,0,225000
7914,Instituto AC Córdoba,midfield-AttackingMidfield,181.2403529,21.0,15,0.0,0.0,0.249653259,0.0,0.0,721,0,0,1000000
7917,Instituto AC Córdoba,Attack-LeftWinger,171.0,25.0,20,0.135338346,0.135338346,0.0,0.0,0.0,1330,32,0,1500000
7919,Instituto AC Córdoba,Attack Centre-Forward,181.0,30.0,19,0.377924415,0.053989202,0.377924415,0.0,0.0,1667,0,2,1000000
7920,Instituto AC Córdoba,Attack Centre-Forward,179.0,26.0,12,0.0,0.0,0.875912409,0.0,0.0,411,0,1,600000
7921,Instituto AC Córdoba,Attack Centre-Forward,187.0,32.0,11,0.0,0.0,0.43062201,0.0,0.0,209,152,1,300000
7935,CA Sarmiento (Junin),midfield-DefensiveMidfield,180.0,23.0,16,0.0,0.075630252,0.226890756,0.0,0.0,1190,0,0,700000
7936,CA Sarmiento (Junin),midfield-DefensiveMidfield,181.2403529,29.0,19,0.0,0.132255694,0.330639236,0.0,0.0,1361,0,0,300000
7938,CA Sarmiento (Junin),midfield-DefensiveMidfield,186.0,34.0,19,0.0,0.0,0.350421804,0.0,0.0,1541,0,0,200000
7941,CA Sarmiento (Junin),midfield-CentralMidfield,185.0,26.0,22,0.369863014,0.123287671,0.246575342,0.061643836,0.0,1460,0,0,125000
7943,CA Sarmiento (Junin),midfield-AttackingMidfield,178.0,21.0,16,0.112219451,0.112219451,0.336658354,0.0,0.0,802,0,0,25000
7948,CA Sarmiento (Junin),Attack-RightWinger,181.2403529,30.0,17,0.464716007,0.309810671,0.154905336,0.0,0.0,581,40,2,300000
7950,CA Sarmiento (Junin),Attack Centre-Forward,189.0,21.0,20,0.363881402,0.121293801,0.0606469,0.0,0.0,1484,0,0,2500000
7952,CA Sarmiento (Junin),Attack Centre-Forward,174.0,40.0,19,0.163339383,0.081669691,0.57168784,0.0,0.0,1102,43,13,200000
7953,CA Sarmiento (Junin),Attack Centre-Forward,190.0,37.0,20,0.277777778,0.138888889,0.347222222,0.0,0.0,1296,0,0,100000
7966,CA Central Córdoba (SdE),midfield-DefensiveMidfield,181.0,28.0,18,0.0,0.061770762,0.185312286,0.0,0.0,1457,0,0,1500000
7967,CA Central Córdoba (SdE),midfield-DefensiveMidfield,182.0,27.0,16,0.335820896,0.083955224,0.0,0.0,0.0,1072,0,1,500000
7968,CA Central Córdoba (SdE),midfield-DefensiveMidfield,174.0,31.0,13,0.0,0.0,0.170454545,0.0,0.0,1056,243,0,275000
7970,CA Central Córdoba (SdE),midfield-CentralMidfield,175.0,34.0,15,0.187891441,0.0,0.375782881,0.0,0.0,479,0,0,325000
7973,CA Central Córdoba (SdE),midfield-AttackingMidfield,180.0,25.0,18,0.071942446,0.143884892,0.143884892,0.0,0.0,1251,0,0,300000
7975,CA Central Córdoba (SdE),Attack-LeftWinger,176.0,20.0,16,0.279503106,0.186335404,0.093167702,0.0,0.0,966,0,0,250000
7976,CA Central Córdoba (SdE),Attack-RightWinger,183.0,28.0,17,0.104772992,0.209545984,0.314318976,0.0,0.0,859,0,0,275000
7977,CA Central Córdoba (SdE),Attack-RightWinger,171.0,34.0,17,0.081008101,0.162016202,0.243024302,0.0,0.0,1111,0,2,200000
7978,CA Central Córdoba (SdE),Attack-RightWinger,177.0,23.0,16,0.133729569,0.0,0.133729569,0.0,0.0,673,0,0,125000
7980,CA Central Córdoba (SdE),Attack Centre-Forward,184.0,35.0,18,0.242369838,0.323159785,0.0,0.0,0.0,1114,0,0,300000
7997,CA Barracas Central,midfield-DefensiveMidfield,169.0,32.0,17,0.072639225,0.0,0.363196126,0.0,0.0,1239,0,0,50000
7998,CA Barracas Central,midfield-CentralMidfield,174.0,21.0,12,0.0,0.0,0.315789474,0.0,0.0,570,0,0,25000
8001,CA Barracas Central,midfield-AttackingMidfield,179.0,24.0,20,0.201005025,0.150753769,0.201005025,0.0,0.0,1791,0,0,2500000
8003,CA Barracas Central,Attack-LeftWinger,170.0,29.0,12,0.0,0.121130552,0.242261104,0.0,0.0,743,0,0,450000
8005,CA Barracas Central,Attack Centre-Forward,185.0,30.0,19,0.276412776,0.0,0.110565111,0.0,0.0,1628,0,0,800000
8007,CA Barracas Central,Attack Centre-Forward,184.0,24.0,13,0.0,0.206896552,0.206896552,0.0,0.0,435,0,0,200000
8021,Arsenal Fútbol Club,midfield-DefensiveMidfield,180.0,22.0,20,0.0,0.060483871,0.181451613,0.0,0.0,1488,334,1,700000
8022,Arsenal Fútbol Club,midfield-DefensiveMidfield,177.0,23.0,13,0.092879257,0.185758514,0.185758514,0.0,0.0,969,0,1,275000
8023,Arsenal Fútbol Club,midfield-CentralMidfield,170.0,27.0,11,0.0,0.0,0.0,0.0,0.0,597,61,0,275000
8025,Arsenal Fútbol Club,midfield-CentralMidfield,179.0,21.0,21,0.133136095,0.0,0.266272189,0.0,0.0,676,0,1,25000
8026,Arsenal Fútbol Club,midfield-CentralMidfield,176.0,23.0,12,0.0,0.0,0.151260504,0.0,0.0,595,0,0,25000
8028,Arsenal Fútbol Club,midfield-AttackingMidfield,170.0,20.0,17,0.298260149,0.0,0.298260149,0.0,0.0,1207,0,0,150000
8030,Arsenal Fútbol Club,Attack-RightWinger,173.0,23.0,20,0.119205298,0.238410596,0.059602649,0.0,0.0,1510,0,0,1000000
8031,Arsenal Fútbol Club,Attack-RightWinger,172.0,24.0,14,0.0,0.435483871,0.0,0.0,0.0,620,0,0,375000
8033,Arsenal Fútbol Club,Attack Centre-Forward,186.0,27.0,11,0.138674884,0.138674884,0.832049307,0.0,0.0,649,0,0,250000
8035,Arsenal Fútbol Club,Attack Centre-Forward,176.0,36.0,16,0.323741007,0.0,0.107913669,0.0,0.0,834,0,1,100000
8038,Arsenal Fútbol Club,Attack Centre-Forward,180.0,22.0,15,0.146579805,0.0,0.146579805,0.0,0.0,614,90,0,50000
8049,Club Atlético Talleres,midfield-DefensiveMidfield,178.0,22.0,20,0.0,0.0,0.104712042,0.0,0.0,1719,0,0,6500000
8050,Club Atlético Talleres,midfield-DefensiveMidfield,183.0,23.0,13,0.100558659,0.0,0.301675978,0.100558659,0.0,895,0,0,1700000
8051,Club Atlético Talleres,midfield-DefensiveMidfield,178.0,27.0,15,0.0,0.0,0.614334471,0.0,0.0,293,118,0,1000000
8053,Club Atlético Talleres,midfield-CentralMidfield,175.0,24.0,18,0.0,0.090817356,0.181634712,0.0,0.0,991,13,3,3000000
8054,Club Atlético Talleres,midfield-AttackingMidfield,174.0,25.0,20,0.230179028,0.230179028,0.057544757,0.0,0.0,1564,0,0,4500000
8055,Club Atlético Talleres,midfield-AttackingMidfield,184.0,30.0,45,0.096601073,0.128801431,0.193202147,0.032200358,0.0,2795,15,0,1000000
8058,Club Atlético Talleres,Attack-LeftWinger,177.0,29.0,19,0.261627907,0.261627907,0.174418605,0.0,0.0,1032,361,2,3000000
8061,Club Atlético Talleres,Attack-RightWinger,181.0,26.0,17,0.165593376,0.496780129,0.165593376,0.0,0.0,1087,16,0,5000000
8062,Club Atlético Talleres,Attack-RightWinger,178.0,23.0,16,0.316622691,0.395778364,0.158311346,0.0,0.0,1137,0,0,4000000
8063,Club Atlético Talleres,Attack Centre-Forward,176.0,24.0,59,0.716292135,0.084269663,0.29494382,0.0,0.0,2136,0,0,3000000
8065,Club Atlético Talleres,Attack Centre-Forward,175.0,30.0,20,0.69186419,0.230621397,0.172966047,0.0,0.0,1561,211,0,1200000
8079,Club Atlético Belgrano,midfield-DefensiveMidfield,177.0,25.0,19,0.0,0.0,0.0,0.0,0.0,1705,0,1,1500000
8082,Club Atlético Belgrano,midfield-CentralMidfield,176.0,37.0,15,0.0,0.308924485,0.205949657,0.0,0.0,874,0,7,75000
8087,Club Atlético Belgrano,Attack-LeftWinger,174.0,31.0,53,0.045237497,0.045237497,0.339281226,0.0,0.0,3979,0,0,1200000
8089,Club Atlético Belgrano,Attack-RightWinger,169.0,24.0,19,0.117263844,0.175895765,0.175895765,0.0,0.0,1535,0,1,600000
8092,Club Atlético Belgrano,Attack-SecondStriker,181.0,21.0,18,0.069230769,0.138461538,0.069230769,0.0,0.0,1300,0,1,4000000
8093,Club Atlético Belgrano,Attack Centre-Forward,181.0,34.0,12,0.0,0.154109589,0.154109589,0.0,0.0,584,18,8,600000
8094,Club Atlético Belgrano,Attack Centre-Forward,187.0,34.0,19,0.593881224,0.053989202,0.161967606,0.0,0.0,1667,0,1,450000
8110,AA Argentinos Juniors,midfield-DefensiveMidfield,188.0,20.0,15,0.106508876,0.106508876,0.106508876,0.106508876,0.0,845,0,0,1000000
8111,AA Argentinos Juniors,midfield-CentralMidfield,171.0,25.0,17,0.0,0.074812968,0.074812968,0.0,0.0,1203,0,0,1500000
8112,AA Argentinos Juniors,midfield-CentralMidfield,170.0,23.0,12,0.0,0.0,0.0,0.0,0.0,836,0,0,1300000
8113,AA Argentinos Juniors,midfield-CentralMidfield,177.0,24.0,16,0.0,0.273141123,0.546282246,0.0,0.0,659,75,0,800000
8114,AA Argentinos Juniors,midfield-AttackingMidfield,174.0,26.0,19,0.145748988,0.145748988,0.145748988,0.0,0.0,1235,0,0,1500000
8115,AA Argentinos Juniors,midfield-AttackingMidfield,187.0,27.0,13,0.75,0.0,0.1875,0.1875,0.0,480,0,0,800000
8116,AA Argentinos Juniors,Attack-LeftWinger,170.0,22.0,16,0.14084507,0.14084507,0.0,0.0,0.0,639,0,0,1500000
8118,AA Argentinos Juniors,Attack-RightWinger,172.0,22.0,13,0.0,0.0,0.513552068,0.0,0.0,701,0,0,1200000
8119,AA Argentinos Juniors,Attack-RightWinger,168.0,31.0,16,0.0,0.152671756,0.381679389,0.0,0.0,1179,200,0,500000
8122,AA Argentinos Juniors,Attack Centre-Forward,184.0,22.0,19,0.0,0.0,0.349175558,0.0,0.0,1031,0,0,1800000
8123,AA Argentinos Juniors,Attack Centre-Forward,190.0,32.0,18,0.649558941,0.144346431,0.216519647,0.0,0.0,1247,0,0,1200000
8124,AA Argentinos Juniors,Attack Centre-Forward,183.0,32.0,14,0.139103555,0.0,0.0,0.0,0.0,647,149,8,600000
8136,CA Independiente,midfield-DefensiveMidfield,182.0,32.0,37,0.0,0.0,0.259865255,0.043310876,0.0,2078,25,5,1500000
8138,CA Independiente,midfield-CentralMidfield,181.2403529,21.0,13,0.0,0.0,0.154109589,0.0,0.0,584,0,0,600000
8140,CA Independiente,midfield-AttackingMidfield,171.0,31.0,14,0.0,0.0,0.0,0.0,0.0,658,88,0,1000000
8141,CA Independiente,midfield-AttackingMidfield,182.0,22.0,19,0.077319588,0.077319588,0.231958763,0.0,0.0,1164,138,0,800000
8145,CA Independiente,Attack-RightWinger,170.0,19.0,16,0.085795996,0.0,0.171591992,0.0,0.0,1049,0,0,700000
8147,CA Independiente,Attack Centre-Forward,185.0,24.0,19,0.275019099,0.206264324,0.206264324,0.0,0.0,1309,0,0,1200000
8148,CA Independiente,Attack Centre-Forward,179.0,36.0,20,0.643693108,0.117035111,0.0,0.0,0.0,1538,192,7,500000
8160,Club Atlético Tigre,midfield-DefensiveMidfield,183.0,36.0,13,0.0,0.0,0.0,0.0,0.0,757,0,2,150000
8162,Club Atlético Tigre,midfield-CentralMidfield,181.0,26.0,17,0.0,0.0,0.090634441,0.0,0.0,993,0,1,2000000
8163,Club Atlético Tigre,midfield-CentralMidfield,183.0,28.0,19,0.068807339,0.068807339,0.0,0.0,0.0,1308,0,2,2000000
8164,Club Atlético Tigre,midfield-CentralMidfield,169.0,30.0,19,0.0,0.07860262,0.31441048,0.0,0.0,1145,0,1,1200000
8165,Club Atlético Tigre,midfield-CentralMidfield,187.0,25.0,18,0.0,0.0,0.306469921,0.0,0.0,881,0,0,750000
8167,Club Atlético Tigre,midfield-AttackingMidfield,175.0,22.0,15,0.0,0.140625,0.5625,0.0,0.0,640,98,4,2500000
8169,Club Atlético Tigre,Attack-LeftWinger,179.0,23.0,23,0.152931181,0.0,0.229396771,0.0,0.0,1177,0,0,2500000
8173,Club Atlético Tigre,Attack Centre-Forward,186.0,24.0,16,0.669144981,0.0,0.334572491,0.0,0.0,1345,14,1,16000000
8174,Club Atlético Tigre,Attack Centre-Forward,180.0,23.0,20,0.11342155,0.11342155,0.056710775,0.0,0.0,1587,0,3,3800000
8175,Club Atlético Tigre,Attack Centre-Forward,186.0,23.0,12,0.0,0.18907563,0.18907563,0.0,0.0,476,0,0,1200000
8190,CA River Plate,midfield-DefensiveMidfield,178.0,30.0,57,0.030201342,0.060402685,0.181208054,0.0,0.0,2980,141,9,3000000
8194,CA River Plate,midfield-CentralMidfield,180.0,24.0,17,0.20979021,0.104895105,0.104895105,0.0,0.0,858,21,3,3500000
8195,CA River Plate,midfield-CentralMidfield,173.0,32.0,15,0.08226691,0.08226691,0.246800731,0.0,0.0,1094,96,1,2000000
8197,CA River Plate,midfield-AttackingMidfield,179.0,26.0,16,0.190274841,0.0,0.570824524,0.190274841,0.0,473,56,3,4000000
8198,CA River Plate,midfield-AttackingMidfield,182.0,33.0,18,0.247933884,0.123966942,0.185950413,0.0,0.0,1452,43,10,3500000
8199,CA River Plate,Attack-LeftWinger,167.0,24.0,19,0.36108325,0.180541625,0.090270812,0.0,0.0,997,172,4,6000000
8200,CA River Plate,Attack-RightWinger,178.0,22.0,14,0.328068044,0.546780073,0.437424058,0.0,0.0,823,4,3,6000000
8203,CA River Plate,Attack Centre-Forward,176.0,22.0,18,0.835266821,0.208816705,0.0,0.0,0.0,862,12,1,6000000
8205,CA River Plate,Attack Centre-Forward,186.0,33.0,45,0.295081967,0.049180328,0.147540984,0.049180328,0.0,1830,129,3,2000000
8222,CA Boca Juniors,midfield-DefensiveMidfield,177.0,21.0,20,0.0,0.0,0.393586006,0.0,0.0,1372,7,5,10000000
8223,CA Boca Juniors,midfield-DefensiveMidfield,170.0,20.0,17,0.0,0.0,0.213776722,0.213776722,0.0,842,0,2,5000000
8225,CA Boca Juniors,midfield-CentralMidfield,178.0,21.0,17,0.0,0.0,0.253164557,0.0,0.0,711,21,6,4500000
8226,CA Boca Juniors,midfield-CentralMidfield,182.0,24.0,27,0.341426404,0.068285281,0.341426404,0.068285281,0.0,1318,19,2,4000000
8227,CA Boca Juniors,midfield-CentralMidfield,176.0,31.0,32,0.073170732,0.073170732,0.329268293,0.0,0.0,2460,21,11,2200000
8228,CA Boca Juniors,midfield-CentralMidfield,173.0,30.0,14,0.0,0.0,0.155172414,0.0,0.0,580,93,4,2200000
8231,CA Boca Juniors,midfield-AttackingMidfield,176.0,30.0,15,0.178748759,0.268123138,0.178748759,0.0,0.0,1007,9,6,3500000
8233,CA Boca Juniors,Attack-LeftWinger,179.0,27.0,20,0.0,0.117955439,0.05897772,0.05897772,0.0,1526,67,8,0
8238,CA Boca Juniors,Attack Centre-Forward,183.0,23.0,13,0.0,0.0,0.0,0.0,0.0,488,126,1,2000000
8239,CA Boca Juniors,Attack Centre-Forward,175.0,33.0,30,0.391547545,0.167806091,0.111870727,0.0,0.0,1609,392,12,2000000
8259,CA Huracán,midfield-AttackingMidfield,182.0,34.0,19,0.100334448,0.0,0.301003344,0.0,0.0,897,383,0,400000
8280,Racing Club,midfield-DefensiveMidfield,177.0,24.0,13,0.079575597,0.079575597,0.159151194,0.0,0.0,1131,22,2,8000000
8281,Racing Club,midfield-CentralMidfield,180.0,20.0,19,0.0,0.065454545,0.130909091,0.065454545,0.0,1375,0,1,6000000
8285,Racing Club,midfield-AttackingMidfield,177.0,34.0,14,0.328867235,0.438489647,0.0,0.0,0.0,821,348,1,750000
8286,Racing Club,midfield-AttackingMidfield,171.0,33.0,18,0.088495575,0.0,0.353982301,0.0,0.0,1017,21,2,600000
8287,Racing Club,midfield-AttackingMidfield,171.0,29.0,35,0.251279665,0.041879944,0.167519777,0.0,0.0,2149,17,2,500000
8293,Racing Club,Attack Centre-Forward,169.0,36.0,19,0.257387989,0.257387989,0.257387989,0.0,0.0,1049,62,3,350000
8310,Kawasaki Frontale,midfield-DefensiveMidfield,183.0,30.0,18,0.0,0.0,0.498154982,0.0,0.0,1084,67,3,800000
8315,Kawasaki Frontale,midfield-CentralMidfield,175.0,25.0,13,0.12195122,0.12195122,0.12195122,0.0,0.0,738,0,0,450000
8317,Kawasaki Frontale,midfield-AttackingMidfield,173.0,27.0,18,0.306905371,0.230179028,0.0,0.076726343,0.0,1173,0,7,1200000
8320,Kawasaki Frontale,Attack-LeftWinger,173.0,28.0,13,0.107913669,0.107913669,0.107913669,0.0,0.0,834,127,2,1000000
8321,Kawasaki Frontale,Attack-RightWinger,173.0,36.0,20,0.115532734,0.231065469,0.0,0.0,0.0,1558,184,17,500000
8325,Kawasaki Frontale,Attack Centre-Forward,178.0,23.0,16,0.305343511,0.0,0.0,0.0,0.0,1179,0,3,800000
8327,Kawasaki Frontale,Attack Centre-Forward,178.0,35.0,14,1.084337349,0.361445783,0.361445783,0.0,0.0,498,393,13,400000
8347,Yokohama F. Marinos,midfield-DefensiveMidfield,170.0,28.0,23,0.050027793,0.0,0.200111173,0.0,0.0,1799,226,4,1200000
8348,Yokohama F. Marinos,midfield-DefensiveMidfield,175.0,21.0,20,0.160142349,0.160142349,0.320284698,0.0,0.0,562,0,3,850000
8354,Yokohama F. Marinos,midfield-AttackingMidfield,167.0,30.0,21,0.452261307,0.150753769,0.150753769,0.0,0.0,597,10,5,1400000
8358,Yokohama F. Marinos,Attack-LeftWinger,170.0,31.0,22,0.277093596,0.387931034,0.055418719,0.0,0.0,1624,70,4,1300000
8359,Yokohama F. Marinos,Attack-RightWinger,176.0,33.0,24,0.106761566,0.960854093,0.106761566,0.0,0.0,843,91,6,850000
8360,Yokohama F. Marinos,Attack-RightWinger,175.0,24.0,53,0.418155826,0.385989993,0.160829164,0.0,0.0,2798,55,2,600000
8362,Yokohama F. Marinos,Attack-SecondStriker,178.0,26.0,23,0.310988252,0.124395301,0.186592951,0.0,0.0,1447,80,3,1000000
8363,Yokohama F. Marinos,Attack Centre-Forward,180.0,29.0,21,0.847557387,0.105944673,0.105944673,0.0,0.0,1699,104,2,1300000
8382,Cerezo Osaka,midfield,170.0,17.0,20,0.051635112,0.309810671,0.0,0.0,0.0,1743,0,0,0
8383,Cerezo Osaka,midfield-DefensiveMidfield,168.0,26.0,12,0.0,0.0,0.15,0.0,0.0,600,0,1,600000
8388,Cerezo Osaka,midfield-CentralMidfield,171.0,33.0,17,0.177982861,0.118655241,0.0,0.0,0.0,1517,48,0,600000
8390,Cerezo Osaka,midfield-RightMidfield,169.0,26.0,12,0.34351145,0.0,0.0,0.0,0.0,262,0,0,600000
8391,Cerezo Osaka,midfield-RightMidfield,175.0,17.0,17,0.795287187,0.331369661,0.0,0.0,0.0,1358,0,0,0
8392,Cerezo Osaka,midfield-LeftMidfield,166.0,26.0,11,0.545454545,0.272727273,0.0,0.272727273,0.0,330,0,1,700000
8393,Cerezo Osaka,midfield-LeftMidfield,175.0,29.0,16,0.167910448,0.083955224,0.167910448,0.0,0.0,1072,292,0,400000
8394,Cerezo Osaka,midfield-AttackingMidfield,172.0,33.0,24,0.118655241,0.237310481,0.0,0.0,0.0,1517,538,4,1200000
8395,Cerezo Osaka,midfield-AttackingMidfield,175.0,34.0,39,0.117035111,0.039011704,0.195058518,0.0,0.0,2307,354,9,800000
8397,Cerezo Osaka,Attack-RightWinger,172.0,29.0,11,0.14354067,0.14354067,0.0,0.0,0.0,627,112,1,850000
8399,Cerezo Osaka,Attack Centre-Forward,178.0,28.0,21,0.450563204,0.056320401,0.168961202,0.0,0.0,1598,0,1,1000000
8400,Cerezo Osaka,Attack Centre-Forward,178.0,25.0,13,0.380549683,0.190274841,0.0,0.0,0.0,473,0,0,800000
8402,Cerezo Osaka,Attack Centre-Forward,175.0,19.0,19,0.886990802,0.295663601,0.05913272,0.0,0.0,1522,0,1,50000
8420,Kyoto Sanga,midfield-DefensiveMidfield,172.0,21.0,17,0.061601643,0.0,0.184804928,0.0,0.0,1461,21,0,900000
8421,Kyoto Sanga,midfield-CentralMidfield,169.0,22.0,15,0.0,0.101010101,0.101010101,0.0,0.0,891,19,0,900000
8424,Kyoto Sanga,midfield-RightMidfield,168.0,23.0,13,0.0,0.085795996,0.257387989,0.0,0.0,1049,0,0,150000
8434,Kyoto Sanga,Attack Centre-Forward,171.0,28.0,13,0.584415584,0.116883117,0.116883117,0.0,0.0,770,127,1,550000
8435,Kyoto Sanga,Attack Centre-Forward,190.0,28.0,12,0.337922403,0.112640801,0.225281602,0.0,0.0,799,136,1,500000
8436,Kyoto Sanga,Attack Centre-Forward,187.0,30.0,11,0.197802198,0.0,0.197802198,0.0,0.0,455,80,1,400000
8438,Kyoto Sanga,Attack Centre-Forward,189.0,35.0,16,0.680345572,0.194384449,0.194384449,0.0,0.0,926,225,5,200000
8456,FC Tokyo,midfield-DefensiveMidfield,171.0,25.0,12,0.206659013,0.206659013,0.206659013,0.0,0.0,871,90,1,900000
8457,FC Tokyo,midfield-DefensiveMidfield,173.0,28.0,17,0.0,0.0,0.189873418,0.0,0.0,1422,134,0,750000
8461,FC Tokyo,midfield-CentralMidfield,184.0,28.0,15,0.130434783,0.130434783,0.391304348,0.0,0.0,690,111,2,350000
8465,FC Tokyo,midfield-RightMidfield,175.0,26.0,13,0.199556541,0.199556541,0.099778271,0.0,0.0,902,185,0,700000
8467,FC Tokyo,midfield-LeftMidfield,177.0,19.0,12,0.0,0.0,0.0,0.0,0.0,301,0,0,50000
8469,FC Tokyo,midfield-AttackingMidfield,178.0,32.0,15,0.0,0.0,0.594713656,0.0,0.0,908,211,1,500000
8474,FC Tokyo,Attack Centre-Forward,179.0,32.0,17,0.457848837,0.065406977,0.065406977,0.0,0.0,1376,187,2,1100000
8475,FC Tokyo,Attack Centre-Forward,176.0,32.0,16,0.144,0.288,0.144,0.0,0.0,625,438,1,900000
8492,Nagoya Grampus,midfield-DefensiveMidfield,175.0,31.0,17,0.117955439,0.05897772,0.05897772,0.0,0.0,1526,150,1,1300000
8500,Nagoya Grampus,midfield-LeftMidfield,173.0,29.0,13,0.103686636,0.103686636,0.103686636,0.0,0.0,868,178,0,700000
8501,Nagoya Grampus,midfield-LeftMidfield,168.0,26.0,17,0.122033898,0.244067797,0.183050847,0.0,0.0,1475,91,1,700000
8504,Nagoya Grampus,midfield-AttackingMidfield,177.0,24.0,15,0.0,0.0,0.112219451,0.0,0.0,802,351,1,350000
8507,Nagoya Grampus,Attack-RightWinger,167.0,28.0,17,0.241935484,0.120967742,0.120967742,0.0,0.0,1488,41,3,1700000
8508,Nagoya Grampus,Attack Centre-Forward,186.0,29.0,23,0.740037951,0.113851992,0.056925996,0.0,0.0,1581,126,4,1600000
8509,Nagoya Grampus,Attack Centre-Forward,178.0,34.0,17,0.228619814,0.304826418,0.152413209,0.0,0.0,1181,227,2,500000
8529,Kashiwa Reysol,midfield-DefensiveMidfield,177.0,25.0,17,0.0,0.0,0.249077491,0.0,0.0,1084,50,0,750000
8530,Kashiwa Reysol,midfield-DefensiveMidfield,177.0,25.0,16,0.0,0.0,0.280373832,0.0,0.0,963,110,0,700000
8533,Kashiwa Reysol,midfield-CentralMidfield,170.0,27.0,12,0.193965517,0.0,0.096982759,0.0,0.0,928,265,0,500000
8535,Kashiwa Reysol,midfield-AttackingMidfield,175.0,26.0,15,0.226130653,0.150753769,0.075376884,0.0,0.0,1194,0,1,1000000
8537,Kashiwa Reysol,midfield-AttackingMidfield,171.0,28.0,16,0.082872928,0.0,0.0,0.0,0.0,1086,182,0,800000
8538,Kashiwa Reysol,midfield-AttackingMidfield,171.0,28.0,11,0.0,0.0,0.25210084,0.0,0.0,714,0,0,800000
8545,Kashiwa Reysol,Attack Centre-Forward,177.0,21.0,17,0.324909747,0.0,0.064981949,0.0,0.0,1385,0,2,800000
8553,Yokohama FC,Defender,170.0,22.0,14,0.0,0.0,0.160570919,0.0,0.0,1121,0,0,0
8566,Yokohama FC,midfield-DefensiveMidfield,173.0,29.0,12,0.122783083,0.0,0.613915416,0.0,0.0,733,0,0,1000000
8567,Yokohama FC,midfield-DefensiveMidfield,170.0,32.0,12,0.0,0.0,0.0,0.0,0.0,751,63,2,350000
8569,Yokohama FC,midfield-CentralMidfield,173.0,32.0,17,0.0,0.0,0.248847926,0.0,0.0,1085,19,2,450000
8570,Yokohama FC,midfield-RightMidfield,166.0,24.0,14,0.0,0.0,0.0,0.0,0.0,728,152,1,450000
8571,Yokohama FC,midfield-RightMidfield,172.0,22.0,14,0.105633803,0.211267606,0.422535211,0.0,0.0,852,0,0,75000
8573,Yokohama FC,midfield-LeftMidfield,167.0,25.0,21,0.140296181,0.140296181,0.07014809,0.0,0.0,1283,0,0,350000
8575,Yokohama FC,Attack-LeftWinger,170.0,26.0,17,0.114503817,0.0,0.0,0.0,0.0,786,0,0,350000
8577,Yokohama FC,Attack-RightWinger,167.0,25.0,11,0.0,0.359281437,0.538922156,0.0,0.0,501,0,0,400000
